Image,Mask
D:\Data\brats18\train/Image/1_11_95.npy,D:\Data\brats18\train/Mask/1_11_95.npy
D:\Data\brats18\train/Image/1_11_96.npy,D:\Data\brats18\train/Mask/1_11_96.npy
D:\Data\brats18\train/Image/1_11_97.npy,D:\Data\brats18\train/Mask/1_11_97.npy
D:\Data\brats18\train/Image/1_11_98.npy,D:\Data\brats18\train/Mask/1_11_98.npy
D:\Data\brats18\train/Image/1_11_99.npy,D:\Data\brats18\train/Mask/1_11_99.npy
D:\Data\brats18\train/Image/1_120_1.npy,D:\Data\brats18\train/Mask/1_120_1.npy
D:\Data\brats18\train/Image/1_120_10.npy,D:\Data\brats18\train/Mask/1_120_10.npy
D:\Data\brats18\train/Image/1_120_11.npy,D:\Data\brats18\train/Mask/1_120_11.npy
D:\Data\brats18\train/Image/1_120_13.npy,D:\Data\brats18\train/Mask/1_120_13.npy
D:\Data\brats18\train/Image/1_120_14.npy,D:\Data\brats18\train/Mask/1_120_14.npy
D:\Data\brats18\train/Image/1_120_16.npy,D:\Data\brats18\train/Mask/1_120_16.npy
D:\Data\brats18\train/Image/1_120_17.npy,D:\Data\brats18\train/Mask/1_120_17.npy
D:\Data\brats18\train/Image/1_120_19.npy,D:\Data\brats18\train/Mask/1_120_19.npy
D:\Data\brats18\train/Image/1_120_2.npy,D:\Data\brats18\train/Mask/1_120_2.npy
D:\Data\brats18\train/Image/1_120_20.npy,D:\Data\brats18\train/Mask/1_120_20.npy
D:\Data\brats18\train/Image/1_120_22.npy,D:\Data\brats18\train/Mask/1_120_22.npy
D:\Data\brats18\train/Image/1_120_23.npy,D:\Data\brats18\train/Mask/1_120_23.npy
D:\Data\brats18\train/Image/1_120_25.npy,D:\Data\brats18\train/Mask/1_120_25.npy
D:\Data\brats18\train/Image/1_120_26.npy,D:\Data\brats18\train/Mask/1_120_26.npy
D:\Data\brats18\train/Image/1_120_28.npy,D:\Data\brats18\train/Mask/1_120_28.npy
D:\Data\brats18\train/Image/1_120_29.npy,D:\Data\brats18\train/Mask/1_120_29.npy
D:\Data\brats18\train/Image/1_120_31.npy,D:\Data\brats18\train/Mask/1_120_31.npy
D:\Data\brats18\train/Image/1_120_32.npy,D:\Data\brats18\train/Mask/1_120_32.npy
D:\Data\brats18\train/Image/1_120_34.npy,D:\Data\brats18\train/Mask/1_120_34.npy
D:\Data\brats18\train/Image/1_120_35.npy,D:\Data\brats18\train/Mask/1_120_35.npy
D:\Data\brats18\train/Image/1_120_37.npy,D:\Data\brats18\train/Mask/1_120_37.npy
D:\Data\brats18\train/Image/1_120_38.npy,D:\Data\brats18\train/Mask/1_120_38.npy
D:\Data\brats18\train/Image/1_120_4.npy,D:\Data\brats18\train/Mask/1_120_4.npy
D:\Data\brats18\train/Image/1_120_40.npy,D:\Data\brats18\train/Mask/1_120_40.npy
D:\Data\brats18\train/Image/1_120_41.npy,D:\Data\brats18\train/Mask/1_120_41.npy
D:\Data\brats18\train/Image/1_120_43.npy,D:\Data\brats18\train/Mask/1_120_43.npy
D:\Data\brats18\train/Image/1_120_44.npy,D:\Data\brats18\train/Mask/1_120_44.npy
D:\Data\brats18\train/Image/1_120_46.npy,D:\Data\brats18\train/Mask/1_120_46.npy
D:\Data\brats18\train/Image/1_120_47.npy,D:\Data\brats18\train/Mask/1_120_47.npy
D:\Data\brats18\train/Image/1_120_49.npy,D:\Data\brats18\train/Mask/1_120_49.npy
D:\Data\brats18\train/Image/1_120_5.npy,D:\Data\brats18\train/Mask/1_120_5.npy
D:\Data\brats18\train/Image/1_120_50.npy,D:\Data\brats18\train/Mask/1_120_50.npy
D:\Data\brats18\train/Image/1_120_52.npy,D:\Data\brats18\train/Mask/1_120_52.npy
D:\Data\brats18\train/Image/1_120_53.npy,D:\Data\brats18\train/Mask/1_120_53.npy
D:\Data\brats18\train/Image/1_120_55.npy,D:\Data\brats18\train/Mask/1_120_55.npy
D:\Data\brats18\train/Image/1_120_56.npy,D:\Data\brats18\train/Mask/1_120_56.npy
D:\Data\brats18\train/Image/1_120_58.npy,D:\Data\brats18\train/Mask/1_120_58.npy
D:\Data\brats18\train/Image/1_120_59.npy,D:\Data\brats18\train/Mask/1_120_59.npy
D:\Data\brats18\train/Image/1_120_61.npy,D:\Data\brats18\train/Mask/1_120_61.npy
D:\Data\brats18\train/Image/1_120_62.npy,D:\Data\brats18\train/Mask/1_120_62.npy
D:\Data\brats18\train/Image/1_120_64.npy,D:\Data\brats18\train/Mask/1_120_64.npy
D:\Data\brats18\train/Image/1_120_65.npy,D:\Data\brats18\train/Mask/1_120_65.npy
D:\Data\brats18\train/Image/1_120_67.npy,D:\Data\brats18\train/Mask/1_120_67.npy
D:\Data\brats18\train/Image/1_120_68.npy,D:\Data\brats18\train/Mask/1_120_68.npy
D:\Data\brats18\train/Image/1_120_7.npy,D:\Data\brats18\train/Mask/1_120_7.npy
D:\Data\brats18\train/Image/1_120_70.npy,D:\Data\brats18\train/Mask/1_120_70.npy
D:\Data\brats18\train/Image/1_120_71.npy,D:\Data\brats18\train/Mask/1_120_71.npy
D:\Data\brats18\train/Image/1_120_73.npy,D:\Data\brats18\train/Mask/1_120_73.npy
D:\Data\brats18\train/Image/1_120_74.npy,D:\Data\brats18\train/Mask/1_120_74.npy
D:\Data\brats18\train/Image/1_120_76.npy,D:\Data\brats18\train/Mask/1_120_76.npy
D:\Data\brats18\train/Image/1_120_77.npy,D:\Data\brats18\train/Mask/1_120_77.npy
D:\Data\brats18\train/Image/1_120_79.npy,D:\Data\brats18\train/Mask/1_120_79.npy
D:\Data\brats18\train/Image/1_120_8.npy,D:\Data\brats18\train/Mask/1_120_8.npy
D:\Data\brats18\train/Image/1_120_80.npy,D:\Data\brats18\train/Mask/1_120_80.npy
D:\Data\brats18\train/Image/1_120_82.npy,D:\Data\brats18\train/Mask/1_120_82.npy
D:\Data\brats18\train/Image/1_120_83.npy,D:\Data\brats18\train/Mask/1_120_83.npy
D:\Data\brats18\train/Image/1_120_85.npy,D:\Data\brats18\train/Mask/1_120_85.npy
D:\Data\brats18\train/Image/1_120_86.npy,D:\Data\brats18\train/Mask/1_120_86.npy
D:\Data\brats18\train/Image/1_120_88.npy,D:\Data\brats18\train/Mask/1_120_88.npy
D:\Data\brats18\train/Image/1_120_89.npy,D:\Data\brats18\train/Mask/1_120_89.npy
D:\Data\brats18\train/Image/1_120_91.npy,D:\Data\brats18\train/Mask/1_120_91.npy
D:\Data\brats18\train/Image/1_120_92.npy,D:\Data\brats18\train/Mask/1_120_92.npy
D:\Data\brats18\train/Image/1_120_94.npy,D:\Data\brats18\train/Mask/1_120_94.npy
D:\Data\brats18\train/Image/1_120_95.npy,D:\Data\brats18\train/Mask/1_120_95.npy
D:\Data\brats18\train/Image/1_120_97.npy,D:\Data\brats18\train/Mask/1_120_97.npy
D:\Data\brats18\train/Image/1_120_98.npy,D:\Data\brats18\train/Mask/1_120_98.npy
D:\Data\brats18\train/Image/1_121_10.npy,D:\Data\brats18\train/Mask/1_121_10.npy
D:\Data\brats18\train/Image/1_121_100.npy,D:\Data\brats18\train/Mask/1_121_100.npy
D:\Data\brats18\train/Image/1_121_101.npy,D:\Data\brats18\train/Mask/1_121_101.npy
D:\Data\brats18\train/Image/1_121_102.npy,D:\Data\brats18\train/Mask/1_121_102.npy
D:\Data\brats18\train/Image/1_121_103.npy,D:\Data\brats18\train/Mask/1_121_103.npy
D:\Data\brats18\train/Image/1_121_104.npy,D:\Data\brats18\train/Mask/1_121_104.npy
D:\Data\brats18\train/Image/1_121_105.npy,D:\Data\brats18\train/Mask/1_121_105.npy
D:\Data\brats18\train/Image/1_121_106.npy,D:\Data\brats18\train/Mask/1_121_106.npy
D:\Data\brats18\train/Image/1_121_107.npy,D:\Data\brats18\train/Mask/1_121_107.npy
D:\Data\brats18\train/Image/1_121_108.npy,D:\Data\brats18\train/Mask/1_121_108.npy
D:\Data\brats18\train/Image/1_121_109.npy,D:\Data\brats18\train/Mask/1_121_109.npy
D:\Data\brats18\train/Image/1_121_11.npy,D:\Data\brats18\train/Mask/1_121_11.npy
D:\Data\brats18\train/Image/1_121_110.npy,D:\Data\brats18\train/Mask/1_121_110.npy
D:\Data\brats18\train/Image/1_121_111.npy,D:\Data\brats18\train/Mask/1_121_111.npy
D:\Data\brats18\train/Image/1_121_112.npy,D:\Data\brats18\train/Mask/1_121_112.npy
D:\Data\brats18\train/Image/1_121_113.npy,D:\Data\brats18\train/Mask/1_121_113.npy
D:\Data\brats18\train/Image/1_121_114.npy,D:\Data\brats18\train/Mask/1_121_114.npy
D:\Data\brats18\train/Image/1_121_115.npy,D:\Data\brats18\train/Mask/1_121_115.npy
D:\Data\brats18\train/Image/1_121_116.npy,D:\Data\brats18\train/Mask/1_121_116.npy
D:\Data\brats18\train/Image/1_121_117.npy,D:\Data\brats18\train/Mask/1_121_117.npy
D:\Data\brats18\train/Image/1_121_118.npy,D:\Data\brats18\train/Mask/1_121_118.npy
D:\Data\brats18\train/Image/1_121_119.npy,D:\Data\brats18\train/Mask/1_121_119.npy
D:\Data\brats18\train/Image/1_121_12.npy,D:\Data\brats18\train/Mask/1_121_12.npy
D:\Data\brats18\train/Image/1_121_120.npy,D:\Data\brats18\train/Mask/1_121_120.npy
D:\Data\brats18\train/Image/1_121_121.npy,D:\Data\brats18\train/Mask/1_121_121.npy
D:\Data\brats18\train/Image/1_121_122.npy,D:\Data\brats18\train/Mask/1_121_122.npy
D:\Data\brats18\train/Image/1_121_123.npy,D:\Data\brats18\train/Mask/1_121_123.npy
D:\Data\brats18\train/Image/1_121_124.npy,D:\Data\brats18\train/Mask/1_121_124.npy
D:\Data\brats18\train/Image/1_121_125.npy,D:\Data\brats18\train/Mask/1_121_125.npy
D:\Data\brats18\train/Image/1_121_13.npy,D:\Data\brats18\train/Mask/1_121_13.npy
D:\Data\brats18\train/Image/1_121_14.npy,D:\Data\brats18\train/Mask/1_121_14.npy
D:\Data\brats18\train/Image/1_121_15.npy,D:\Data\brats18\train/Mask/1_121_15.npy
D:\Data\brats18\train/Image/1_121_16.npy,D:\Data\brats18\train/Mask/1_121_16.npy
D:\Data\brats18\train/Image/1_121_17.npy,D:\Data\brats18\train/Mask/1_121_17.npy
D:\Data\brats18\train/Image/1_121_18.npy,D:\Data\brats18\train/Mask/1_121_18.npy
D:\Data\brats18\train/Image/1_121_19.npy,D:\Data\brats18\train/Mask/1_121_19.npy
D:\Data\brats18\train/Image/1_121_20.npy,D:\Data\brats18\train/Mask/1_121_20.npy
D:\Data\brats18\train/Image/1_121_21.npy,D:\Data\brats18\train/Mask/1_121_21.npy
D:\Data\brats18\train/Image/1_121_22.npy,D:\Data\brats18\train/Mask/1_121_22.npy
D:\Data\brats18\train/Image/1_121_23.npy,D:\Data\brats18\train/Mask/1_121_23.npy
D:\Data\brats18\train/Image/1_121_24.npy,D:\Data\brats18\train/Mask/1_121_24.npy
D:\Data\brats18\train/Image/1_121_25.npy,D:\Data\brats18\train/Mask/1_121_25.npy
D:\Data\brats18\train/Image/1_121_26.npy,D:\Data\brats18\train/Mask/1_121_26.npy
D:\Data\brats18\train/Image/1_121_27.npy,D:\Data\brats18\train/Mask/1_121_27.npy
D:\Data\brats18\train/Image/1_121_28.npy,D:\Data\brats18\train/Mask/1_121_28.npy
D:\Data\brats18\train/Image/1_121_29.npy,D:\Data\brats18\train/Mask/1_121_29.npy
D:\Data\brats18\train/Image/1_121_3.npy,D:\Data\brats18\train/Mask/1_121_3.npy
D:\Data\brats18\train/Image/1_121_30.npy,D:\Data\brats18\train/Mask/1_121_30.npy
D:\Data\brats18\train/Image/1_121_31.npy,D:\Data\brats18\train/Mask/1_121_31.npy
D:\Data\brats18\train/Image/1_121_32.npy,D:\Data\brats18\train/Mask/1_121_32.npy
D:\Data\brats18\train/Image/1_121_33.npy,D:\Data\brats18\train/Mask/1_121_33.npy
D:\Data\brats18\train/Image/1_121_34.npy,D:\Data\brats18\train/Mask/1_121_34.npy
D:\Data\brats18\train/Image/1_121_35.npy,D:\Data\brats18\train/Mask/1_121_35.npy
D:\Data\brats18\train/Image/1_121_36.npy,D:\Data\brats18\train/Mask/1_121_36.npy
D:\Data\brats18\train/Image/1_121_37.npy,D:\Data\brats18\train/Mask/1_121_37.npy
D:\Data\brats18\train/Image/1_121_38.npy,D:\Data\brats18\train/Mask/1_121_38.npy
D:\Data\brats18\train/Image/1_121_39.npy,D:\Data\brats18\train/Mask/1_121_39.npy
D:\Data\brats18\train/Image/1_121_4.npy,D:\Data\brats18\train/Mask/1_121_4.npy
D:\Data\brats18\train/Image/1_121_40.npy,D:\Data\brats18\train/Mask/1_121_40.npy
D:\Data\brats18\train/Image/1_121_41.npy,D:\Data\brats18\train/Mask/1_121_41.npy
D:\Data\brats18\train/Image/1_121_42.npy,D:\Data\brats18\train/Mask/1_121_42.npy
D:\Data\brats18\train/Image/1_121_43.npy,D:\Data\brats18\train/Mask/1_121_43.npy
D:\Data\brats18\train/Image/1_121_44.npy,D:\Data\brats18\train/Mask/1_121_44.npy
D:\Data\brats18\train/Image/1_121_45.npy,D:\Data\brats18\train/Mask/1_121_45.npy
D:\Data\brats18\train/Image/1_121_46.npy,D:\Data\brats18\train/Mask/1_121_46.npy
D:\Data\brats18\train/Image/1_121_47.npy,D:\Data\brats18\train/Mask/1_121_47.npy
D:\Data\brats18\train/Image/1_121_48.npy,D:\Data\brats18\train/Mask/1_121_48.npy
D:\Data\brats18\train/Image/1_121_49.npy,D:\Data\brats18\train/Mask/1_121_49.npy
D:\Data\brats18\train/Image/1_121_5.npy,D:\Data\brats18\train/Mask/1_121_5.npy
D:\Data\brats18\train/Image/1_121_50.npy,D:\Data\brats18\train/Mask/1_121_50.npy
D:\Data\brats18\train/Image/1_121_51.npy,D:\Data\brats18\train/Mask/1_121_51.npy
D:\Data\brats18\train/Image/1_121_52.npy,D:\Data\brats18\train/Mask/1_121_52.npy
D:\Data\brats18\train/Image/1_121_53.npy,D:\Data\brats18\train/Mask/1_121_53.npy
D:\Data\brats18\train/Image/1_121_54.npy,D:\Data\brats18\train/Mask/1_121_54.npy
D:\Data\brats18\train/Image/1_121_55.npy,D:\Data\brats18\train/Mask/1_121_55.npy
D:\Data\brats18\train/Image/1_121_56.npy,D:\Data\brats18\train/Mask/1_121_56.npy
D:\Data\brats18\train/Image/1_121_57.npy,D:\Data\brats18\train/Mask/1_121_57.npy
D:\Data\brats18\train/Image/1_121_58.npy,D:\Data\brats18\train/Mask/1_121_58.npy
D:\Data\brats18\train/Image/1_121_59.npy,D:\Data\brats18\train/Mask/1_121_59.npy
D:\Data\brats18\train/Image/1_121_6.npy,D:\Data\brats18\train/Mask/1_121_6.npy
D:\Data\brats18\train/Image/1_121_60.npy,D:\Data\brats18\train/Mask/1_121_60.npy
D:\Data\brats18\train/Image/1_121_61.npy,D:\Data\brats18\train/Mask/1_121_61.npy
D:\Data\brats18\train/Image/1_121_62.npy,D:\Data\brats18\train/Mask/1_121_62.npy
D:\Data\brats18\train/Image/1_121_63.npy,D:\Data\brats18\train/Mask/1_121_63.npy
D:\Data\brats18\train/Image/1_121_64.npy,D:\Data\brats18\train/Mask/1_121_64.npy
D:\Data\brats18\train/Image/1_121_65.npy,D:\Data\brats18\train/Mask/1_121_65.npy
D:\Data\brats18\train/Image/1_121_66.npy,D:\Data\brats18\train/Mask/1_121_66.npy
D:\Data\brats18\train/Image/1_121_67.npy,D:\Data\brats18\train/Mask/1_121_67.npy
D:\Data\brats18\train/Image/1_121_68.npy,D:\Data\brats18\train/Mask/1_121_68.npy
D:\Data\brats18\train/Image/1_121_69.npy,D:\Data\brats18\train/Mask/1_121_69.npy
D:\Data\brats18\train/Image/1_121_7.npy,D:\Data\brats18\train/Mask/1_121_7.npy
D:\Data\brats18\train/Image/1_121_70.npy,D:\Data\brats18\train/Mask/1_121_70.npy
D:\Data\brats18\train/Image/1_121_71.npy,D:\Data\brats18\train/Mask/1_121_71.npy
D:\Data\brats18\train/Image/1_121_72.npy,D:\Data\brats18\train/Mask/1_121_72.npy
D:\Data\brats18\train/Image/1_121_73.npy,D:\Data\brats18\train/Mask/1_121_73.npy
D:\Data\brats18\train/Image/1_121_74.npy,D:\Data\brats18\train/Mask/1_121_74.npy
D:\Data\brats18\train/Image/1_121_75.npy,D:\Data\brats18\train/Mask/1_121_75.npy
D:\Data\brats18\train/Image/1_121_76.npy,D:\Data\brats18\train/Mask/1_121_76.npy
D:\Data\brats18\train/Image/1_121_77.npy,D:\Data\brats18\train/Mask/1_121_77.npy
D:\Data\brats18\train/Image/1_121_78.npy,D:\Data\brats18\train/Mask/1_121_78.npy
D:\Data\brats18\train/Image/1_121_79.npy,D:\Data\brats18\train/Mask/1_121_79.npy
D:\Data\brats18\train/Image/1_121_8.npy,D:\Data\brats18\train/Mask/1_121_8.npy
D:\Data\brats18\train/Image/1_121_80.npy,D:\Data\brats18\train/Mask/1_121_80.npy
D:\Data\brats18\train/Image/1_121_81.npy,D:\Data\brats18\train/Mask/1_121_81.npy
D:\Data\brats18\train/Image/1_121_82.npy,D:\Data\brats18\train/Mask/1_121_82.npy
D:\Data\brats18\train/Image/1_121_83.npy,D:\Data\brats18\train/Mask/1_121_83.npy
D:\Data\brats18\train/Image/1_121_84.npy,D:\Data\brats18\train/Mask/1_121_84.npy
D:\Data\brats18\train/Image/1_121_85.npy,D:\Data\brats18\train/Mask/1_121_85.npy
D:\Data\brats18\train/Image/1_121_86.npy,D:\Data\brats18\train/Mask/1_121_86.npy
D:\Data\brats18\train/Image/1_121_87.npy,D:\Data\brats18\train/Mask/1_121_87.npy
D:\Data\brats18\train/Image/1_121_88.npy,D:\Data\brats18\train/Mask/1_121_88.npy
D:\Data\brats18\train/Image/1_121_89.npy,D:\Data\brats18\train/Mask/1_121_89.npy
D:\Data\brats18\train/Image/1_121_9.npy,D:\Data\brats18\train/Mask/1_121_9.npy
D:\Data\brats18\train/Image/1_121_90.npy,D:\Data\brats18\train/Mask/1_121_90.npy
D:\Data\brats18\train/Image/1_121_91.npy,D:\Data\brats18\train/Mask/1_121_91.npy
D:\Data\brats18\train/Image/1_121_92.npy,D:\Data\brats18\train/Mask/1_121_92.npy
D:\Data\brats18\train/Image/1_121_93.npy,D:\Data\brats18\train/Mask/1_121_93.npy
D:\Data\brats18\train/Image/1_121_94.npy,D:\Data\brats18\train/Mask/1_121_94.npy
D:\Data\brats18\train/Image/1_121_95.npy,D:\Data\brats18\train/Mask/1_121_95.npy
D:\Data\brats18\train/Image/1_121_96.npy,D:\Data\brats18\train/Mask/1_121_96.npy
D:\Data\brats18\train/Image/1_121_97.npy,D:\Data\brats18\train/Mask/1_121_97.npy
D:\Data\brats18\train/Image/1_121_98.npy,D:\Data\brats18\train/Mask/1_121_98.npy
D:\Data\brats18\train/Image/1_121_99.npy,D:\Data\brats18\train/Mask/1_121_99.npy
D:\Data\brats18\train/Image/1_122_0.npy,D:\Data\brats18\train/Mask/1_122_0.npy
D:\Data\brats18\train/Image/1_122_1.npy,D:\Data\brats18\train/Mask/1_122_1.npy
D:\Data\brats18\train/Image/1_122_10.npy,D:\Data\brats18\train/Mask/1_122_10.npy
D:\Data\brats18\train/Image/1_122_100.npy,D:\Data\brats18\train/Mask/1_122_100.npy
D:\Data\brats18\train/Image/1_122_101.npy,D:\Data\brats18\train/Mask/1_122_101.npy
D:\Data\brats18\train/Image/1_122_102.npy,D:\Data\brats18\train/Mask/1_122_102.npy
D:\Data\brats18\train/Image/1_122_103.npy,D:\Data\brats18\train/Mask/1_122_103.npy
D:\Data\brats18\train/Image/1_122_104.npy,D:\Data\brats18\train/Mask/1_122_104.npy
D:\Data\brats18\train/Image/1_122_105.npy,D:\Data\brats18\train/Mask/1_122_105.npy
D:\Data\brats18\train/Image/1_122_106.npy,D:\Data\brats18\train/Mask/1_122_106.npy
D:\Data\brats18\train/Image/1_122_107.npy,D:\Data\brats18\train/Mask/1_122_107.npy
D:\Data\brats18\train/Image/1_122_108.npy,D:\Data\brats18\train/Mask/1_122_108.npy
D:\Data\brats18\train/Image/1_122_109.npy,D:\Data\brats18\train/Mask/1_122_109.npy
D:\Data\brats18\train/Image/1_122_11.npy,D:\Data\brats18\train/Mask/1_122_11.npy
D:\Data\brats18\train/Image/1_122_110.npy,D:\Data\brats18\train/Mask/1_122_110.npy
D:\Data\brats18\train/Image/1_122_111.npy,D:\Data\brats18\train/Mask/1_122_111.npy
D:\Data\brats18\train/Image/1_122_112.npy,D:\Data\brats18\train/Mask/1_122_112.npy
D:\Data\brats18\train/Image/1_122_113.npy,D:\Data\brats18\train/Mask/1_122_113.npy
D:\Data\brats18\train/Image/1_122_114.npy,D:\Data\brats18\train/Mask/1_122_114.npy
D:\Data\brats18\train/Image/1_122_115.npy,D:\Data\brats18\train/Mask/1_122_115.npy
D:\Data\brats18\train/Image/1_122_116.npy,D:\Data\brats18\train/Mask/1_122_116.npy
D:\Data\brats18\train/Image/1_122_118.npy,D:\Data\brats18\train/Mask/1_122_118.npy
D:\Data\brats18\train/Image/1_122_119.npy,D:\Data\brats18\train/Mask/1_122_119.npy
D:\Data\brats18\train/Image/1_122_12.npy,D:\Data\brats18\train/Mask/1_122_12.npy
D:\Data\brats18\train/Image/1_122_121.npy,D:\Data\brats18\train/Mask/1_122_121.npy
D:\Data\brats18\train/Image/1_122_122.npy,D:\Data\brats18\train/Mask/1_122_122.npy
D:\Data\brats18\train/Image/1_122_124.npy,D:\Data\brats18\train/Mask/1_122_124.npy
D:\Data\brats18\train/Image/1_122_125.npy,D:\Data\brats18\train/Mask/1_122_125.npy
D:\Data\brats18\train/Image/1_122_13.npy,D:\Data\brats18\train/Mask/1_122_13.npy
D:\Data\brats18\train/Image/1_122_14.npy,D:\Data\brats18\train/Mask/1_122_14.npy
D:\Data\brats18\train/Image/1_122_15.npy,D:\Data\brats18\train/Mask/1_122_15.npy
D:\Data\brats18\train/Image/1_122_16.npy,D:\Data\brats18\train/Mask/1_122_16.npy
D:\Data\brats18\train/Image/1_122_17.npy,D:\Data\brats18\train/Mask/1_122_17.npy
D:\Data\brats18\train/Image/1_122_18.npy,D:\Data\brats18\train/Mask/1_122_18.npy
D:\Data\brats18\train/Image/1_122_19.npy,D:\Data\brats18\train/Mask/1_122_19.npy
D:\Data\brats18\train/Image/1_122_2.npy,D:\Data\brats18\train/Mask/1_122_2.npy
D:\Data\brats18\train/Image/1_122_20.npy,D:\Data\brats18\train/Mask/1_122_20.npy
D:\Data\brats18\train/Image/1_122_21.npy,D:\Data\brats18\train/Mask/1_122_21.npy
D:\Data\brats18\train/Image/1_122_22.npy,D:\Data\brats18\train/Mask/1_122_22.npy
D:\Data\brats18\train/Image/1_122_23.npy,D:\Data\brats18\train/Mask/1_122_23.npy
D:\Data\brats18\train/Image/1_122_24.npy,D:\Data\brats18\train/Mask/1_122_24.npy
D:\Data\brats18\train/Image/1_122_25.npy,D:\Data\brats18\train/Mask/1_122_25.npy
D:\Data\brats18\train/Image/1_122_26.npy,D:\Data\brats18\train/Mask/1_122_26.npy
D:\Data\brats18\train/Image/1_122_27.npy,D:\Data\brats18\train/Mask/1_122_27.npy
D:\Data\brats18\train/Image/1_122_28.npy,D:\Data\brats18\train/Mask/1_122_28.npy
D:\Data\brats18\train/Image/1_122_29.npy,D:\Data\brats18\train/Mask/1_122_29.npy
D:\Data\brats18\train/Image/1_122_3.npy,D:\Data\brats18\train/Mask/1_122_3.npy
D:\Data\brats18\train/Image/1_122_30.npy,D:\Data\brats18\train/Mask/1_122_30.npy
D:\Data\brats18\train/Image/1_122_31.npy,D:\Data\brats18\train/Mask/1_122_31.npy
D:\Data\brats18\train/Image/1_122_32.npy,D:\Data\brats18\train/Mask/1_122_32.npy
D:\Data\brats18\train/Image/1_122_33.npy,D:\Data\brats18\train/Mask/1_122_33.npy
D:\Data\brats18\train/Image/1_122_34.npy,D:\Data\brats18\train/Mask/1_122_34.npy
D:\Data\brats18\train/Image/1_122_35.npy,D:\Data\brats18\train/Mask/1_122_35.npy
D:\Data\brats18\train/Image/1_122_36.npy,D:\Data\brats18\train/Mask/1_122_36.npy
D:\Data\brats18\train/Image/1_122_37.npy,D:\Data\brats18\train/Mask/1_122_37.npy
D:\Data\brats18\train/Image/1_122_38.npy,D:\Data\brats18\train/Mask/1_122_38.npy
D:\Data\brats18\train/Image/1_122_39.npy,D:\Data\brats18\train/Mask/1_122_39.npy
D:\Data\brats18\train/Image/1_122_4.npy,D:\Data\brats18\train/Mask/1_122_4.npy
D:\Data\brats18\train/Image/1_122_40.npy,D:\Data\brats18\train/Mask/1_122_40.npy
D:\Data\brats18\train/Image/1_122_41.npy,D:\Data\brats18\train/Mask/1_122_41.npy
D:\Data\brats18\train/Image/1_122_42.npy,D:\Data\brats18\train/Mask/1_122_42.npy
D:\Data\brats18\train/Image/1_122_43.npy,D:\Data\brats18\train/Mask/1_122_43.npy
D:\Data\brats18\train/Image/1_122_44.npy,D:\Data\brats18\train/Mask/1_122_44.npy
D:\Data\brats18\train/Image/1_122_45.npy,D:\Data\brats18\train/Mask/1_122_45.npy
D:\Data\brats18\train/Image/1_122_46.npy,D:\Data\brats18\train/Mask/1_122_46.npy
D:\Data\brats18\train/Image/1_122_47.npy,D:\Data\brats18\train/Mask/1_122_47.npy
D:\Data\brats18\train/Image/1_122_48.npy,D:\Data\brats18\train/Mask/1_122_48.npy
D:\Data\brats18\train/Image/1_122_49.npy,D:\Data\brats18\train/Mask/1_122_49.npy
D:\Data\brats18\train/Image/1_122_5.npy,D:\Data\brats18\train/Mask/1_122_5.npy
D:\Data\brats18\train/Image/1_122_50.npy,D:\Data\brats18\train/Mask/1_122_50.npy
D:\Data\brats18\train/Image/1_122_51.npy,D:\Data\brats18\train/Mask/1_122_51.npy
D:\Data\brats18\train/Image/1_122_52.npy,D:\Data\brats18\train/Mask/1_122_52.npy
